Qty;Value;Device;Package;Parts;Description;MF;MPN;Aliexpress or Ebay link
1;1.69;Pro Mini 328 Mini 3.3V/8M ATMEGA328;;;;;;https://www.aliexpress.com/item/10PCS-New-Pro-Mini-Atmega328-3-3V-8M-Replace-ATmega128-For-Arduino-Compatible-Nano/2037925326.html
